Naive,32,0.484276,0.377813,0.782070
Naive,48,0.507233,0.406769,0.610619
Naive,64,0.548919,0.446708,0.643700
Naive,128,0.558364,0.454989,0.668894
Naive,238,0.539784,0.451956,0.625842
Naive,512,0.556645,0.459308,0.659537
Naive,1024,0.649596,0.531686,0.726792
Naive,32,0.471249,0.372143,0.575324
Naive,48,0.497260,0.411744,0.589397
Naive,64,0.559222,0.461120,0.669831
Naive,128,0.556110,0.460612,0.652727
Naive,238,0.537105,0.439652,0.634789
Naive,512,0.542306,0.441738,0.639090
Naive,1024,0.649092,0.543041,0.731083
Transpose,32,0.821209,0.761897,0.880502
Transpose,48,0.683861,0.570769,0.796935
Transpose,64,0.718493,0.673165,0.763803
Transpose,128,0.677889,0.564126,0.791632
Transpose,238,0.667524,0.575013,0.760015
Transpose,512,0.469355,0.459776,0.478923
Transpose,1024,0.694400,0.576584,0.812198
Transpose,32,0.501962,0.460012,0.543895
Transpose,48,0.475537,0.469897,0.481158
Transpose,32,0.684515,0.597133,0.771878
Transpose,48,0.481968,0.473901,0.490022
Transpose,64,0.717921,0.628583,0.807239
Transpose,128,0.475349,0.467091,0.483596
Transpose,238,0.716612,0.654152,0.779054
Transpose,512,0.729273,0.612486,0.846040
Transpose,1024,0.722670,0.676377,0.768943
Transpose,32,0.287379,0.281680,0.300903
Transpose,32,0.294222,0.281359,0.379305
Transpose,48,0.296062,0.290753,0.310729
Transpose,64,0.289953,0.285891,0.300582
Transpose,128,0.290967,0.286332,0.303775
Transpose,238,0.289991,0.287084,0.303953
Transpose,512,0.289505,0.286111,0.302032
Transpose,1024,0.289787,0.286690,0.304397
Shmem,1024,0.230579,0.209289,0.418526
Shmem,32,0.184187,0.179320,0.215950
Shmem,48,0.183026,0.179048,0.197555
Shmem,64,0.211487,0.208562,0.226412
Shmem,128,0.219284,0.215832,0.231967
Shmem,238,0.233585,0.230608,0.248516
Shmem,512,0.230965,0.216697,0.345464
Shmem,1024,0.218938,0.216731,0.231625
All_GPU,1024,0.177063,0.081291,0.262493
All_GPU,1024,0.097831,0.080915,0.238847
All_GPU,32,0.044418,0.036624,0.073841
All_GPU,48,0.041526,0.038902,0.046611
All_GPU,64,0.071336,0.069341,0.072026
All_GPU,128,0.082058,0.080712,0.083592
All_GPU,238,0.096703,0.095289,0.098218
All_GPU,512,0.082397,0.080911,0.084291
All_GPU,1024,0.082313,0.080926,0.083848
Transpose,1024,0.779717,0.663042,0.896374
Transpose,1024,0.688554,0.582891,0.794198
Transpose,1024,0.675950,0.569517,0.782365
Transpose,1024,0.259649,0.217467,0.315312
Transpose,32,0.220192,0.216472,0.243795
Transpose,48,0.224993,0.222244,0.239321
Transpose,64,0.219383,0.216890,0.233628
Transpose,128,0.219544,0.216606,0.233558
Transpose,238,0.219789,0.216927,0.233528
Transpose,512,0.218300,0.215205,0.232372
Transpose,1024,0.220989,0.217008,0.249777
Shmem,32,0.192556,0.178181,0.312708
Shmem,48,0.182888,0.180643,0.196785
Shmem,64,0.210552,0.207931,0.225859
Shmem,128,0.218489,0.215747,0.232381
Shmem,238,0.230923,0.227989,0.247577
Shmem,512,0.217100,0.215086,0.230550
Shmem,1024,0.217040,0.214661,0.230569
Transpose,32,0.226911,0.207977,0.373875
Transpose,48,0.225210,0.221970,0.241353
Transpose,64,0.220935,0.217649,0.234014
Transpose,128,0.219821,0.217555,0.232506
Transpose,238,0.221424,0.218702,0.236170
Transpose,512,0.219718,0.217369,0.233880
Transpose,1024,0.221392,0.218447,0.235421
Transpose,32,0.277413,0.254567,0.454190
Transpose,48,0.289444,0.285625,0.301922
Transpose,64,0.284739,0.280446,0.300092
Transpose,128,0.285750,0.281787,0.306338
Transpose,238,0.283146,0.279023,0.295793
Transpose,512,0.282713,0.278689,0.294547
Transpose,1024,0.283226,0.278485,0.294788
Transpose,32,0.298927,0.256275,0.405140
Shmem,32,0.186765,0.178432,0.252170
Shmem,48,0.185542,0.182609,0.199740
Shmem,64,0.211842,0.209251,0.226279
Shmem,128,0.219032,0.215965,0.231391
Shmem,238,0.234887,0.231868,0.248962
Shmem,512,0.219962,0.217766,0.232366
Shmem,1024,0.220489,0.218421,0.233065
All_GPU,32,0.051091,0.035280,0.155706
All_GPU,32,0.062980,0.039528,0.239275
All_GPU,32,0.056782,0.038319,0.190243
All_GPU,32,0.042377,0.038434,0.048266
All_GPU,48,0.046712,0.043488,0.050800
All_GPU,64,0.072221,0.070795,0.073991
All_GPU,128,0.083348,0.081423,0.084384
All_GPU,238,0.099921,0.098453,0.101492
All_GPU,512,0.082748,0.081383,0.084145
All_GPU,1024,0.082673,0.081350,0.084061
All_GPU,32,0.047957,0.041028,0.068147
All_GPU,32,0.045499,0.041158,0.050676
All_GPU,48,0.041847,0.038390,0.046131
All_GPU,64,0.049353,0.047413,0.050203
All_GPU,128,0.082924,0.081572,0.084166
All_GPU,238,0.097275,0.095958,0.098576
All_GPU,512,0.083721,0.082328,0.085147
All_GPU,1024,0.082634,0.081279,0.083885
